Wall time,Step,Value
1671581546.9750607,11264,82.96566009521484
1671581547.6811707,11776,82.96566009521484
1671581548.3971705,12288,82.95631408691406
1671581549.0960162,12800,82.42369079589844
1671581549.7911751,13312,82.42369079589844
1671581550.452545,13824,80.46224212646484
1671581551.1268437,14336,80.18428039550781
1671581551.7997324,14848,79.70482635498047
1671581552.483516,15360,79.37737274169922
1671581553.172391,15872,78.93436431884766
1671581553.856245,16384,78.48269653320312
1671581554.5548062,16896,78.20306396484375
1671581555.2325664,17408,77.90015411376953
1671581555.921569,17920,77.50275421142578
1671581556.6025507,18432,77.50275421142578
1671581557.268399,18944,77.50275421142578
1671581557.9454854,19456,77.50275421142578
1671581558.612358,19968,77.2737808227539
1671581559.3208718,20480,77.41696166992188
1671581560.0073552,20992,77.41696166992188
1671581560.6975648,21504,77.41696166992188
1671581561.3898706,22016,77.74333953857422
1671581562.061507,22528,77.73603057861328
1671581562.755923,23040,77.92216491699219
1671581563.4166236,23552,78.09248352050781
1671581564.0737956,24064,78.35581970214844
1671581564.756628,24576,78.35581970214844
1671581565.4401836,25088,78.53174591064453
1671581566.1246226,25600,78.67467498779297
1671581566.8065963,26112,79.01720428466797
1671581567.4932747,26624,79.32373046875
1671581568.1922507,27136,79.32373046875
1671581568.9085798,27648,79.32373046875
1671581569.6413317,28160,79.35055541992188
1671581570.3485637,28672,79.5028305053711
1671581571.0705001,29184,79.44215393066406
1671581571.765653,29696,79.65064239501953
1671581572.4311926,30208,79.65518188476562
1671581573.1095724,30720,79.64087677001953
1671581573.792352,31232,79.71443939208984
1671581574.5109453,31744,79.70368957519531
1671581575.232284,32256,79.80876159667969
1671581575.9471173,32768,79.89012145996094
1671581576.6376255,33280,80.08209991455078
1671581577.3745754,33792,80.08209991455078
1671581578.1331732,34304,80.26031494140625
1671581578.922334,34816,80.33370208740234
1671581579.6700513,35328,80.4307861328125
1671581580.4094794,35840,80.43827056884766
1671581581.1228476,36352,80.43827056884766
1671581581.7946434,36864,80.54267120361328
1671581582.474269,37376,80.54267120361328
1671581583.1752584,37888,80.68791198730469
1671581583.8739252,38400,80.68791198730469
1671581584.5747995,38912,80.7670669555664
1671581585.284484,39424,80.7882308959961
1671581586.0004256,39936,80.95420837402344
1671581586.6965368,40448,81.20524597167969
1671581587.4140863,40960,81.2343978881836
1671581588.1482315,41472,81.5221939086914
1671581588.8352478,41984,81.60176849365234
1671581589.5505705,42496,81.60176849365234
1671581590.253238,43008,81.84934997558594
1671581590.944073,43520,81.8947982788086
1671581591.6667528,44032,81.91694641113281
1671581592.3874123,44544,82.11347961425781
1671581593.0664582,45056,82.11347961425781
1671581593.7690508,45568,82.22378540039062
1671581594.437665,46080,82.4081802368164
1671581595.1390607,46592,82.5165023803711
1671581595.8144271,47104,82.86073303222656
1671581596.489849,47616,83.19649505615234
1671581597.190189,48128,83.19649505615234
1671581597.876995,48640,83.19649505615234
1671581598.577543,49152,83.72232818603516
1671581599.2549899,49664,84.19104766845703
1671581599.9398782,50176,84.48016357421875
1671581600.6342459,50688,85.04779815673828
1671581601.3155453,51200,85.21112823486328
1671581602.0181901,51712,85.21112823486328
1671581602.707021,52224,85.58858489990234
1671581603.3912504,52736,85.61927795410156
1671581604.0699413,53248,85.7450180053711
1671581604.7713897,53760,85.82365417480469
1671581605.4835556,54272,86.00456237792969
1671581606.1537592,54784,86.08869934082031
1671581606.8300018,55296,86.21080017089844
1671581607.5224257,55808,86.53460693359375
1671581608.2032135,56320,86.76028442382812
1671581608.8843675,56832,86.89581298828125
1671581609.5459044,57344,87.51459503173828
1671581610.2153587,57856,87.51459503173828
1671581610.887972,58368,87.68318176269531
1671581611.5599658,58880,87.71392822265625
1671581612.2770605,59392,88.01053619384766
1671581612.944726,59904,88.0033950805664
1671581613.6270487,60416,88.08921813964844
1671581614.3189883,60928,88.1129150390625
1671581615.0434206,61440,88.4867172241211
1671581615.7385802,61952,88.70482635498047
1671581616.4315057,62464,88.76004791259766
1671581617.128648,62976,88.8009033203125
1671581617.8288028,63488,89.03755950927734
1671581618.53845,64000,89.06637573242188
1671581619.2557297,64512,89.12777709960938
1671581619.9455912,65024,89.15223693847656
1671581620.6120515,65536,89.4404525756836
1671581621.2941332,66048,89.56268310546875
1671581621.9785612,66560,89.72694396972656
1671581622.6951866,67072,89.72694396972656
1671581623.3585587,67584,89.7979736328125
1671581624.028742,68096,89.77252197265625
1671581624.6291113,68608,89.84496307373047
1671581625.0909755,69120,89.87093353271484
1671581625.5889134,69632,89.94879150390625
1671581626.0475347,70144,90.06951904296875
1671581626.5110674,70656,90.25421142578125
1671581626.983676,71168,90.37751007080078
1671581627.443189,71680,90.4080581665039
1671581627.9174802,72192,90.4080581665039
1671581628.392386,72704,90.43930053710938
1671581628.8670444,73216,90.55296325683594
1671581629.3318167,73728,90.64730834960938
1671581629.7892926,74240,90.76325225830078
1671581630.2688289,74752,90.87310028076172
1671581630.7246246,75264,90.87469482421875
1671581631.21917,75776,90.87076568603516
1671581631.6956246,76288,90.90239715576172
1671581632.1595323,76800,90.93351745605469
1671581632.6540444,77312,90.99895477294922
1671581633.1485014,77824,91.06150817871094
1671581633.6158197,78336,91.07499694824219
1671581634.094829,78848,91.07178497314453
1671581634.5560951,79360,91.09628295898438
1671581635.0376346,79872,91.22721862792969
1671581635.49969,80384,91.26100158691406
1671581635.978912,80896,91.27104949951172
1671581636.4446704,81408,91.37748718261719
1671581636.9096663,81920,91.36648559570312
1671581637.387074,82432,91.33181762695312
1671581637.8472185,82944,91.33214569091797
1671581638.3227625,83456,91.44409942626953
1671581638.7871058,83968,91.42757415771484
1671581639.2555661,84480,91.45429229736328
1671581639.7504785,84992,91.55778503417969
1671581640.211243,85504,91.554443359375
1671581640.7029128,86016,91.53097534179688
1671581641.182199,86528,91.59591674804688
1671581641.6467016,87040,91.55500793457031
1671581642.137833,87552,91.53032684326172
1671581642.594842,88064,91.53092956542969
1671581643.0692012,88576,91.53092956542969
1671581643.5284352,89088,91.54248046875
1671581643.9892738,89600,91.5749740600586
1671581644.47298,90112,91.62438201904297
1671581644.934833,90624,91.63872528076172
1671581645.4264328,91136,91.67633056640625
1671581645.8948002,91648,91.70995330810547
1671581646.357724,92160,91.6048355102539
1671581646.840661,92672,91.62165832519531
1671581647.2989216,93184,91.7070541381836
1671581647.8063185,93696,91.82048034667969
1671581648.2891126,94208,91.80691528320312
1671581648.7800553,94720,91.79402160644531
1671581649.2600236,95232,91.82752990722656
1671581649.7222743,95744,91.7408676147461
1671581650.2311559,96256,91.74668884277344
1671581650.729803,96768,91.76866912841797
1671581651.2277043,97280,91.77564239501953
1671581651.7282338,97792,91.73335266113281
1671581652.2025917,98304,91.66108703613281
1671581652.7027287,98816,91.69523620605469
1671581653.1777468,99328,91.77083587646484
1671581653.6499987,99840,91.75341033935547
1671581654.125326,100352,91.71429443359375
1671581654.5909472,100864,91.71702575683594
1671581655.0864418,101376,91.72736358642578
1671581655.5813036,101888,91.68183898925781
1671581656.0543008,102400,91.6537857055664
1671581656.516168,102912,91.56552124023438
1671581656.9940333,103424,91.52733612060547
1671581657.4979415,103936,91.5080795288086
1671581657.9534218,104448,91.487060546875
1671581658.4467752,104960,91.50015258789062
1671581658.917154,105472,91.56268310546875
1671581659.4137146,105984,91.68820190429688
1671581659.8996532,106496,91.65418243408203
1671581660.3751214,107008,91.60930633544922
1671581660.870665,107520,91.60043334960938
1671581661.3324335,108032,91.64286804199219
1671581661.804159,108544,91.60574340820312
1671581662.2873006,109056,91.67975616455078
1671581662.7567854,109568,91.75662231445312
1671581663.2307305,110080,91.76322174072266
