Wall time,Step,Value
1671583957.8200214,10752,84.01313781738281
1671583958.5060806,11264,82.85938262939453
1671583959.204744,11776,82.20697021484375
1671583959.8895671,12288,82.25003051757812
1671583960.5758216,12800,82.25003051757812
1671583961.2500126,13312,81.59154510498047
1671583961.926899,13824,80.82679748535156
1671583962.6086206,14336,80.61551666259766
1671583963.2916167,14848,80.61551666259766
1671583963.9690871,15360,79.86685943603516
1671583964.6455836,15872,79.23687744140625
1671583965.3226216,16384,78.50968170166016
1671583966.0317402,16896,78.31285858154297
1671583966.709859,17408,78.12530517578125
1671583967.4231787,17920,78.12530517578125
1671583968.1096253,18432,77.64734649658203
1671583968.7839816,18944,77.34197998046875
1671583969.4795332,19456,77.15060424804688
1671583970.1639876,19968,77.15060424804688
1671583970.8603394,20480,76.66567993164062
1671583971.5385559,20992,77.38433837890625
1671583972.1986496,21504,77.63945007324219
1671583972.8930223,22016,78.83692932128906
1671583973.5660186,22528,78.83692932128906
1671583974.2490091,23040,79.08334350585938
1671583974.9181864,23552,79.54888916015625
1671583975.5803194,24064,79.832763671875
1671583976.2797265,24576,79.87992095947266
1671583976.9480007,25088,80.2984390258789
1671583977.631396,25600,80.48721313476562
1671583978.3053029,26112,80.84059143066406
1671583978.980409,26624,81.14630889892578
1671583979.6813653,27136,81.14630889892578
1671583980.35168,27648,81.1985855102539
1671583981.017734,28160,81.23724365234375
1671583981.7105584,28672,81.65550231933594
1671583982.3799171,29184,81.7740249633789
1671583983.0835063,29696,81.84294128417969
1671583983.7721288,30208,81.9623031616211
1671583984.4498127,30720,82.01821899414062
1671583985.1450722,31232,82.15318298339844
1671583985.8329186,31744,82.3945083618164
1671583986.5064251,32256,82.60340118408203
1671583987.210208,32768,83.03799438476562
1671583987.900841,33280,83.1351089477539
1671583988.5807092,33792,83.29364776611328
1671583989.2693226,34304,83.35553741455078
1671583989.9660692,34816,83.35553741455078
1671583990.623356,35328,83.35553741455078
1671583991.3147182,35840,83.38177490234375
1671583991.9890711,36352,83.38177490234375
1671583992.674716,36864,83.5928726196289
1671583993.3647156,37376,83.62430572509766
1671583994.044437,37888,83.64787292480469
1671583994.7433846,38400,83.70247650146484
1671583995.4192986,38912,83.84495544433594
1671583996.071236,39424,83.95591735839844
1671583996.7532105,39936,84.21098327636719
1671583997.4359646,40448,84.25398254394531
1671583998.1149635,40960,84.4419174194336
1671583998.7932284,41472,84.59654998779297
1671583999.4786549,41984,85.01233673095703
1671584000.1792898,42496,85.11945343017578
1671584000.8465073,43008,85.47978973388672
1671584001.524475,43520,85.47978973388672
1671584002.1967504,44032,85.47978973388672
1671584002.877403,44544,85.47978973388672
1671584003.5633757,45056,85.73225402832031
1671584004.2428517,45568,85.98424530029297
1671584004.92158,46080,86.32428741455078
1671584005.6036685,46592,86.83580017089844
1671584006.2767365,47104,87.20911407470703
1671584006.9430864,47616,87.39813995361328
1671584007.6234794,48128,87.49240112304688
1671584008.3057983,48640,87.52057647705078
1671584008.9954078,49152,87.52057647705078
