Wall time,Step,Value
1671581769.9466465,8704,86.35072326660156
1671581771.1119921,9216,86.35072326660156
1671581772.235828,9728,85.54743194580078
1671581773.4276137,10240,84.05062866210938
1671581774.5522017,10752,84.0185546875
1671581775.7191718,11264,83.75927734375
1671581776.8904614,11776,83.46057891845703
1671581777.9990654,12288,83.00975036621094
1671581779.1132007,12800,82.50251007080078
1671581780.279619,13312,81.82256317138672
1671581781.36953,13824,81.45475769042969
1671581782.4970315,14336,81.45475769042969
1671581783.627204,14848,81.05728149414062
1671581784.705561,15360,80.7778091430664
1671581785.8341722,15872,80.58354949951172
1671581786.972034,16384,80.28591918945312
1671581788.138172,16896,80.28591918945312
1671581789.2607045,17408,80.00849914550781
1671581790.3839076,17920,78.8459243774414
1671581791.5205615,18432,78.57382202148438
1671581792.6836472,18944,78.65464782714844
1671581793.8431802,19456,78.65464782714844
1671581794.9460564,19968,78.79747009277344
1671581796.0715282,20480,78.99769592285156
1671581797.2640913,20992,79.32340240478516
1671581798.3431778,21504,79.81092071533203
1671581799.4739227,22016,79.67583465576172
1671581800.567383,22528,79.89566040039062
1671581801.7000105,23040,80.18521881103516
1671581802.8410091,23552,80.28144836425781
1671581803.9885857,24064,80.28880310058594
1671581805.1287262,24576,80.77496337890625
1671581806.2937603,25088,81.02071380615234
1671581807.3744411,25600,81.33182525634766
1671581808.514593,26112,81.45948028564453
1671581809.6251197,26624,81.58515167236328
1671581810.7783713,27136,81.92125701904297
1671581811.959214,27648,82.05809020996094
1671581813.0930698,28160,82.31659698486328
1671581814.2322996,28672,82.64031982421875
1671581815.3621879,29184,82.7498779296875
1671581816.4791746,29696,83.09493255615234
1671581817.661199,30208,83.11526489257812
1671581818.8038068,30720,83.283935546875
1671581819.9429681,31232,83.52462768554688
1671581821.0993032,31744,83.62620544433594
1671581822.258326,32256,83.76944732666016
1671581823.3924656,32768,83.76944732666016
1671581824.5364034,33280,83.8783187866211
1671581825.675969,33792,84.1852035522461
1671581826.887447,34304,84.272216796875
1671581828.038516,34816,84.50440216064453
1671581829.2347648,35328,84.50440216064453
1671581830.4129307,35840,84.7915267944336
1671581831.6078684,36352,84.95720672607422
1671581832.812706,36864,85.15575408935547
1671581833.9692204,37376,85.45610809326172
