Wall time,Step,Value
1671584842.4243212,10240,83.44642639160156
1671584842.8140225,10752,83.74691009521484
1671584843.1897998,11264,82.68407440185547
1671584843.5380068,11776,82.68407440185547
1671584843.8764155,12288,82.0704116821289
1671584844.2300742,12800,81.62682342529297
1671584844.5855749,13312,80.959716796875
1671584844.920278,13824,80.54425048828125
1671584845.2853055,14336,80.0368423461914
1671584845.6868517,14848,79.93766021728516
1671584846.0633466,15360,79.65675354003906
1671584846.423727,15872,79.48236083984375
1671584846.7856336,16384,78.97758483886719
1671584847.1617382,16896,78.66181945800781
1671584847.5473173,17408,78.66181945800781
1671584847.923794,17920,78.98450469970703
1671584848.254287,18432,79.34013366699219
1671584848.5839844,18944,79.34013366699219
1671584848.9179232,19456,79.34013366699219
1671584849.2547755,19968,79.75068664550781
1671584849.5952969,20480,80.23700714111328
1671584849.943005,20992,81.2783432006836
1671584850.2909944,21504,81.40447998046875
1671584850.6244593,22016,81.54412078857422
1671584850.973534,22528,81.6290283203125
1671584851.32116,23040,82.030029296875
1671584851.688681,23552,82.04756927490234
1671584852.110803,24064,82.2092514038086
1671584852.4928262,24576,82.28282928466797
1671584852.8358235,25088,82.41927337646484
1671584853.1849518,25600,82.40917205810547
1671584853.5359437,26112,82.40917205810547
1671584853.906349,26624,82.40917205810547
1671584854.2838612,27136,82.51393127441406
1671584854.668124,27648,82.72755432128906
1671584855.0417843,28160,82.87315368652344
1671584855.4134583,28672,83.00981903076172
1671584855.783691,29184,83.07231140136719
1671584856.1512945,29696,83.11912536621094
1671584856.4980412,30208,83.22055053710938
1671584856.8525093,30720,83.47059631347656
1671584857.1877203,31232,83.56532287597656
1671584857.5206518,31744,83.71271514892578
1671584857.8582182,32256,83.80135345458984
1671584858.2170665,32768,83.78471374511719
1671584858.5546076,33280,83.84345245361328
1671584858.939139,33792,83.99729919433594
1671584859.3241277,34304,84.07083129882812
1671584859.6993177,34816,84.14708709716797
1671584860.0671237,35328,84.14708709716797
1671584860.4201896,35840,84.25093078613281
1671584860.7814429,36352,84.41329956054688
1671584861.1506662,36864,84.44182586669922
1671584861.5217185,37376,84.6359634399414
1671584861.8892083,37888,84.78470611572266
1671584862.276109,38400,85.152099609375
1671584862.6274526,38912,85.39031219482422
1671584862.9807634,39424,85.419921875
1671584863.3289583,39936,85.7512435913086
1671584863.6783588,40448,86.1219482421875
1671584864.0182307,40960,86.39187622070312
1671584864.3928592,41472,86.99147033691406
1671584864.7572496,41984,86.96755981445312
1671584865.1053047,42496,86.97985076904297
1671584865.4439385,43008,87.05809783935547
1671584865.8056946,43520,87.09720611572266
1671584866.1871865,44032,87.02916717529297
1671584866.5727882,44544,87.21931457519531
1671584866.9901953,45056,87.5594253540039
1671584867.362112,45568,87.81417846679688
1671584867.7307477,46080,87.81417846679688
1671584868.1023316,46592,87.99464416503906
1671584868.462427,47104,88.12921142578125
1671584868.8012362,47616,88.09951782226562
1671584869.1397686,48128,88.24958038330078
1671584869.4865105,48640,88.31614685058594
1671584869.8565133,49152,88.4328842163086
1671584870.2559407,49664,88.59982299804688
1671584870.6231542,50176,88.67951202392578
1671584870.9794962,50688,88.74234771728516
1671584871.3653212,51200,88.81929779052734
1671584871.7440698,51712,88.92587280273438
1671584872.118591,52224,89.1182861328125
1671584872.4856908,52736,89.16644287109375
1671584872.8499565,53248,89.19607543945312
1671584873.2168486,53760,89.2020492553711
1671584873.5692365,54272,89.16641998291016
1671584873.9198556,54784,89.35929107666016
1671584874.2519584,55296,89.3783187866211
1671584874.5901096,55808,89.5082778930664
1671584874.9377053,56320,89.6688003540039
1671584875.2834606,56832,89.8028793334961
1671584875.632938,57344,89.89785766601562
1671584875.9909785,57856,90.07638549804688
1671584876.3438659,58368,90.14520263671875
1671584876.7284298,58880,90.21481323242188
1671584877.1093655,59392,90.25311279296875
1671584877.4740098,59904,90.27515411376953
1671584877.8594,60416,90.27515411376953
1671584878.241341,60928,90.34395599365234
1671584878.6440203,61440,90.38855743408203
1671584879.003146,61952,90.415283203125
1671584879.3817942,62464,90.3431625366211
1671584879.7574978,62976,90.38374328613281
1671584880.1272836,63488,90.36042785644531
1671584880.5317063,64000,90.4189224243164
1671584880.9161925,64512,90.44012451171875
1671584881.273948,65024,90.44465637207031
1671584881.648389,65536,90.4118423461914
1671584882.044157,66048,90.4019775390625
1671584882.4530094,66560,90.37093353271484
1671584882.824054,67072,90.35259246826172
1671584883.182567,67584,90.3544692993164
1671584883.537838,68096,90.39630889892578
1671584883.9005141,68608,90.44158935546875
1671584884.2566175,69120,90.33626556396484
1671584884.6123502,69632,90.34703826904297
1671584884.9849458,70144,90.35452270507812
1671584885.3633375,70656,90.438232421875
1671584885.7363667,71168,90.47142028808594
1671584886.0925603,71680,90.4794692993164
1671584886.4659724,72192,90.41661071777344
1671584886.8411748,72704,90.39755249023438
1671584887.2335212,73216,90.44769287109375
1671584887.612146,73728,90.47512817382812
1671584887.969056,74240,90.4920883178711
1671584888.3219233,74752,90.46735382080078
1671584888.6752617,75264,90.39641571044922
1671584889.0328631,75776,90.30521392822266
1671584889.4247408,76288,90.29634094238281
1671584889.8080058,76800,90.32709503173828
1671584890.1645157,77312,90.34878540039062
1671584890.5086992,77824,90.27581024169922
1671584890.8506818,78336,90.21595001220703
1671584891.198627,78848,90.23947143554688
1671584891.5672936,79360,90.25840759277344
1671584891.9469697,79872,90.24019622802734
1671584892.3287077,80384,90.1860580444336
1671584892.7209077,80896,90.18565368652344
1671584893.0804048,81408,90.15592193603516
1671584893.4378097,81920,90.21454620361328
1671584893.8066728,82432,90.22521209716797
1671584894.1643436,82944,90.26285552978516
1671584894.5327363,83456,90.23551177978516
1671584894.9033747,83968,90.14514923095703
1671584895.240094,84480,90.12615203857422
1671584895.586067,84992,90.20327758789062
1671584895.9290473,85504,90.30216979980469
1671584896.28489,86016,90.36367797851562
1671584896.6716065,86528,90.35106658935547
